text,label
"The cut seems to be a bit off, but it does not impede any function. Very few bubbles (dust particles most likely). Would purchase again.",1
IT WAS PRETTY BUT AFTER A WHILE (AS WITH MOST WHITE CASES) IT STARTED TO GET BROWN FROM ALL THE HANDLING. PRETTY CASE THO AND CAME QUICKLY.,0
"It looks and performs as an OEM cable at first glance unless you are eagle-eyed! I put it to test with both iPhone and iPad and it just worked. I got this from U&I Phones. I had an old iPhone cable (OEM) that failed to work with an iPad. This cable is about 80% OEM like and it just works, so that is all that matters at this price. If you are like me and have a cable each at work, home and car - then it is not a lot of carrying the cable all wrapped/folded which generally may cause the cable to tear in the long run.",1
"It's OK, too small for my hand.",0
"This product could have never been used or even tested by the military that i am so PROUD of.Its cheap made plastic clip didnt even last a full day on job that requires alot less moving and bouncing than where it was &#34;tested&#34; . The rubber protective flaps do not stay closed , all in all , this was the worst buy i ever made through amazon.Good luck with that item.......Mike B.",0
"I am going to keep this short since I'm about to go to the Verizon store to replace the ""Storm"" (aptly named) with a Curve.  This phone is a disaster.  Very buggy, which while the bugs can be fixed with upgrades, will never fix the really (for me, at least) difficult to use touchscreen keyboard.  The problem is that it is nearly impossible not to touch a nearby key on the keyboard and that slows one down considerably.  I've tried, I really wanted this phone to be great given all the features, but can't stand it.  Also, if you want to use the keyboard, you have to go to menu, scroll down (should be a top menu choice) and then select ""Show keyboard.""  That's an annoyance after being used to having a keyboard (a real one) right on the device.  When entering information into a field on a webpage, the keyboard does automatically come up.  But you have to tap exactly into the field data entry box on the page (good luck in doing that; you can magnify the page but then have to demagnify the page to view it after entering your text).  Just too user unfriendly and an enormous missed opportunity by RIM to create something great.",0
"the case itself is a nice design, really liked the way it feels in the hand.only one problem... I get the error message &#34;Charging not supported with this accessory&#34; when ever the iPhone battery reaches 98% while charging the phone and the case together.  Doesn't see the same error when charging the phone with the case alone.Overall, I like the design of the case, will order again once they figure out the problem and fixes it.",0
"Initial observations:  Sleek stylish look, nice tight seems, sturdy.  I like the front glow panel but it only shows up when it is dark.Pro's:  It seems a little shorter then some of the other New Trent chargers I have reviewed.  The more that sticks out the easier it is to knock out so this is a good thing.  It had a nice tight fit in the socket.  I would say this is the best New Trent car charger I have tried thus far.  It is pot hole season and this did not come loose.  After three days straight it was still tight in the socket, BRAVO!  The cable provided is long enough to easily reach the passenger seat and is thick and sturdy.  The charger lights up on front so you can tell you have a good connection.  Although, you can only see the light in the dark (at night, or in the garage).  It stayed cool the whole time it was plugged in, no sign of heating up.  The two usb ports are very nice to have. I would highly recommend this product.Cons: No labels on the side to give more information on the two usb ports.  I am assuming 1A stands for 1Amp and the 2.1A is 2.1Amps.  Printed information and model number on the side might prove helpful. Not much else to say for the cons.All in all I give it five stars out of five.",1
this is a great phone but as to this date the display blanked out and won't come back on as im in the caribbean a return is not an option so your product suck,0
"very flimsy and rubbery feeling,  Way too soft of a rubber and it comes on and off very easy.. p",0
"I buy numerous large iPhone 5 cases for myself because they're cute, and they protect my phone when I drop it. This case arrived on time, but did not fit the phone correctly. After reading a few customer reviews, I decided it would be an okay case. But, when I got it, my phone never stayed in it. I'd put it in my bag, and when I went to go reach for it, my phone was already halfway out. I have never been so disappointed in purchasing an iPhone case before. I gave it two stars because it worked for maybe the first hour or two, and the design is cute.",0
"I wrote my first review and I was contacted by the company, and they made sure I got a working battery.  They stayed in contact with me until I got a working battery, is not many businesses that care after they have their payment, I will recommended this battery to others.",1
"We bought these thinking they were a legitimate product, and were sad to discover after a couple of months that they are knock offs. We realized there was a problem when we started having charging problems with the batteries that came with this device. If the batteries were in our phones, for instance, they would not charge when the phone was plugged in. They dropped whatever charge they did have fairly quickly. Order this product directly from Samsung.",0
"I got my shipment with in a few days and I have used the Plantronics Voyager pro before and even though they usually burn- out with in 3 months I get my money's worth out of them I wear mine about 8 hrs a day because I am a painting contractor and I need too. I wish I could find one that would last more than 3 months and could turn it up louder but just haven't found one yet, I would recommend the seller and bluetooth to my family and friends. Thank you.",1
"This is honestly a really good external battery pack.  IT can charge up my Galaxy s3 at least 4 times.  and given that galaxys have more mAh capacity than iphones, i'm sure you'll get more charges if youre using an iphone.  I never leave the house without it and don't mind using my phone to its full capacity.  I don't really care if my battery dies because i know i'll have my external to charge my phone even if i'm not by an outlet.Its also great for camping and can charge two devices simultaneously.  I charge 2 galaxy s3's twice on a full charged battery pack.this is great for those random black outs.This is probably the best thing i've bought this year.  I've had it for almost 9 months and its still going great.  I got my sister to buy one for her and her fiance.This product is for you if you worry about your phone dying throughout the day.  AND it only gets better with use! You won't be disappointed.",1
I guess you get what u pay for because mine has been peeling a couple days since i got it. I would suggest just getting a clear case.,0
"Do not  belief the negative reviews, as they seem to be from people that do not read or understand directions.  This products works flawlessly if used as described and plugged directly into a wall outlet.  It will not work if using it with any kind of  circuit surge protector.  Outlet to outlet and you get the connection.",1
I Am Sorry But I Have To Tell The Truth The Case Is Bad Design Because The Plastic Part Is Get Scratch ALL Over Only AND 2 Day AND The Ruben Part Is OK Only The Plastic Is A Pice Of TRADE I Am Sorry To Say The Truth,0
"Actually it's about 1"" longer than most lipstick tubes to give you a size reference. This is a well-built portable charger for the lowest price I've ever seen one. The cord is 9"" long, has a regular USB on one end, Micro USB on the other. You also get a drawstring pouch for travel. I was able to recharge my Samsung phone when it was down to one-bar in about the same amount of time had I used the OEM cord to recharge. The downside there is no type of light or gauge to know how much power, if any, is left. Still, it's a good deal and comes with a 1 year warranty. This item was provided by the manufacturer.",1
"AWFUL, Would have given it a ZERO, but that is not an option... the label looks like a pre-schooler put it on with elmers glue as a class project.  The batteries are practically falling apart, the ends and top flexing away the the cheap crap cell... they will NOT charge in the Epic phone - gives a ""Battery Not Compatible"" error if plugged with the USB into a computer - so it will not charge or allow connection to the phone on the computer... they will only charge in a separate wall charger I have and the charge last only a few hours and drops from what looks like 80% to ""Please replace battery"" in a matter of minutes... DO NOT PURCHASE THESE CHEAP AFTER MARKET PIECES OF CRAP... should have known this from the price, but I have bought other batteries for other phones from here and had reasonable success - they may not have been as good as the original in the phone, but they did charge and were of high quality... I have batteries for my son's EVO, my daughters LG Optimus and my old Palm Pre and was satisfied... BUT THESE SAMSUNG BATTERIES WITH THERE FAKE SAMSUNG LABELS ARE CHEAP KNOCK OFFS AND DO NOT PERFORM... SAVE YOUR TIME AND GO ORDER A REAL SAMSUNG BATTERY FROM SOME OTHER SOURCE.  I found a genuine Samsung standard battery for $29.99 including free shipping which was a great deal comparged to the regular price and worth the price because it actually works.",0
"I got the grey case recently. I was looking for a very thin case because i do not like cases, but feel like i need something. this was pretty much perfect. super thin, and it even works in my cell phone dock...because its so thin. It protects the back, the top, but not the  bottom as much...but i'm ok with it. It seems like it covers the front as well since the plastic overhangs the screen glass.It has a good feel to it, and slides in and out of the pocket without issue. if you are looking for a case that protects pretty well, but most importantly...its thin and doesn't add bulk to an amazing phone, this is a good choice.",1
so i bought this for my smart phone (android) thinking it would work even a little bit but its worth less its just a sticker  that makes ur phone sticky and doesnt improve signal strength at all.DONT WASTE ur MONEY!!!!!,0
"Last of the cases I got my wife , she love to change it up and this help! The case was perfect and she love it! Guess more orders to come !!",1
"Just like the dual port wall charger, this is a very convenient charger.  How many times have you and your spouse traveled and had to swap back and forth on who gets to charge their phone?  With this dual port charger you can both charge at the same time.  And with the 3.1 amp output, your phone or other device will charge quickly.One of the problems we had with the older, low amp chargers was that if you were using mapping and traffic app such as Waze on your phone while it was plugged in, the phone wouldn't get enough &#34;juice&#34; to charge.  With the higher output of this charger that isn't an issue.I will be ordering a couple more of these so my wife can have one in both of her cars.  In her Civic, charging space and time is more of an issue as when the key is turned off, the power plugs also turn off.",1
"I loved the color of this case - but it was constructed in such a way that made pressing any of the side buttons nearly impossible. The case was too thick around the buttons so you had to have button sized fingers in order to press them. Just not happening for me.I loved the color, but nothing else. I will be returning this case to the seller.",0
"I didn't read all the way to the BOTTOM of the product description to find out my Nexus5 is apparently backwards. (WTH google?) So now it's a backwards charger. Amazon would charge me $6 to ship it back since there is nothing wrong with the item, so I guess I'm out $13 cause a $6 net refund is pretty useless.Also - My gf's LG G2 with case was also a no go. So there's that.",0
"Had a black Commuter Case for my old Droid X, and didn't hesitate to buy another Commuter Case for my Galaxy S3.  This phone by itself is TOO thin and sleek.  This box gives it just enough bulk to handle, and also adds the protection I need.  I drop it all the time, and the phone is still in perfect condition.  This makes the buttons a little hard to push, which is a good thing, because otherwise you are pushing buttons on accident!",1
"I'm a big screen protector whore, if you will.  I've used them all.  These thin/static style ones are now my favorite.  These particular ones are pretty decent.  They fit my Verizon Droid Razr Maxx HD (XT926) perfectly, even with a case.  The fit couldn't be any better.  It was fairly easy to lay down.  I got it my first time with only one micro-bubble to speak of.My one complaint is with how easy the finish scratches.  You can actually put a visible scratch on the screen protector with just a finger nail.  I guess I would hope it would have a harder, more resilient finish... but at this price I can just buy a handful and replace them every couple months.",1
"I bought this for my Iphone 4S. I put my phone in the small plastic bowl and went through TSA security screen at the airport, the bowl was flipped over but the screening machine has a space gap with the connecting tray so the phone dropped vertically onto the cement floor right outside the X-Ray machine. I got this to cover the edge so in case the dropped, at least the sides will be protected. Besides, It's easier to hold it now.",1
"Initially, it worked really well!then.. about almost two weeks in, the arm just fails and the phone hangs downward. The unit becomes useless. I tried keeping the arm upright, but although the arm was sturdy, the joint from the arm and the base fails, so the arm and the phone just hangs downwards. Trying to tighten the joint more than it could and desperately trying to keep the unit upright resulted in the joint breaking. (not much effort was taken to do so)...",0
Horrible product. Do NOT buy this. It is junk and not worth a single penny. Go somewhere else. Easily falls off the phone.,0
"The cable that Apple supplies is too short. These cables are a good length and good for either home use or travel. I like it for travel, as many hotels and ships have outlets that are not close to where you may want to put your phone or iPad.",1
"The iPad has a pretty high current requirement so it's important to get a charger with a 2.1 amp output or it won't charge. This Belkin charger has that capability and has no problem charging my iPad2. The plug folds down for better portability and pivots 90. The charger appears to be very well-made, small, and light. The charging cord is well-made, too, but it is a sync cord that is limited to 4 ft. Sad, but true, but I rarely sync the iPad with a cord now that iCloud is set up, so what I need most is a long charging cord. Since this one is short, I use a 6 ft extension to allow me to charge the iPad and still lay down on the couch and use it. But even though this cord is heavy-duty, it has one major drawback: it does not have positive latches to hold the connector to the iPad, so the slightest movement causes it to pop out. Still, a functional replacement cord is easy to obtain and cheap, so I won't rate this down much, but I will take one star since the cord is part of the price. For anyone looking for a quality, 2.1 amp USB charger, this charger should fit the bill. If Belkin made this without a cord and charged less, I'd give it 5 stars.",1
I used only two of them for my to phones and they work great and i got it for a good price to,1
"To start off these are one of the best pairs of bluetooth headphones I have ever used, saying that this product will NOT connect with a pc.  It will ONLY connect to a phone/smartphone due to its functionality.Comfort:  Because of the uniqueness of the product it actually sits around your neck, which may seem odd but i assure you it is very comfortable even while running or working out.  It's also right at home while simply walking around at home taking calls.Functionality:  This item has play/pause buttons, volume control, on/off switch, and buttons to switch songs while listening to music.  It also has a mic so you can take phone calls and the clarity is perfect when having it connected to an iPhone.Overall it was a great buy, it was a bit more expensive but since it is a &#34;premier&#34; bluetooth device that is to be expected.  But I believe it is a great item for the cost.",1
"The headset work well for a week with regular use by my standards.  I had the original headset that came with my phone, used the head set with the same amount of use and it last me close to 8 months. I guess you get what you paid for.  Maybe I received a poorly manufactured headset.  However, will not be purchasing this item again and will not recommend purchasing this product at this time.",0
What can you expect for the price I guess? But this case was super cheap. I'm not even going to use it.,0
"Yes, it is cheap silicon and falls off the phone easily. It also bubbles around the sides of the screen, but these are minor inconveniences. Once people see this case they want to hold it, look at it and talk about it. I love this case. I did have to make the hole larger around the camera to prevent the flash from bouncing off the white case and giving all of my pictures a white glow.",1
"I really, really hate giving reviews for electronics that don't work with phone. You never know if it is the device, phone, carrier, or user error. However, after a month of trying my best to get the Wallet TrackR to work with my Android phone to no avail - I quit. I have read other reviews and realize that the concept and functionality of the device and app has cool, practical uses. But I can't give it a good review. I emailed the company and sent them screenshots from my phone but never heard back. The package was very minimal and the instructions only 1 page. I think it needed a little more detail and set-up video online to be a little more useful for me. Good luck if you have purchased one and congratulations if it works for you.",0
"Just received the Quadfire 4-port charger and couldn't be happier!Here is my problem before the Quadfire... I got my galaxy nexus, my ipad 3, my bluetooth headset, and my USB rechargable bicycle light that all needs to be charged on a regular basis.  All the individual chargers used to take over my entire surge protector..Now with Quadfire, all I need is one wall outlet, and 4 USB cables, and I'm all set!1 Amp current on all the charging ports, it charges my iPad 3 from 0% to full overnight just fine.  Every other device, the Quadfire charges in just couple hours!Build quality is top notch, doesn't feel cheap at all. Really compact, so it's quite easy to take it with me when I'm traveling.  It comes with 2 MicroUSB cable in the box.Highly recommended.  And for the price you simply can't find anything else that can beat it in terms of functionality and performance.",1
"I owned the Incipio case for my iphone 4 and it was the perfect case.  This one is almost as good, except my top button is hard to push.  I'm getting accustomed to it now, so I know to just push harder with the point of finger.  But at first it is a pain.  Other than that this case is perfect.  I'll probably stick with it forever.Update:  After a few days I couldn't stand it any longer.  I ordered a new Incipio Dual Pro case and I love it.  I would say DO NOT BUY this case.  Unless you plan on modifying it to make the top button easier to push, its not worth it.  Just buy this other case and you will be happy.",0
As one reviewer put it and I agree. It depends on what you are looking for. This is probably not the best case to protect your phone from dropping it on the ground. Although it does help in that area. This case will best suit those looking for a built in kick stand for their Epic 4G Touch and it does a great job of it too. I love that it can be used in three positions. It can stand the phone upright or on either side. This case works great for me. It also makes the phone feel better in your hand and gives it enough grip so that it doesn't feel like it is going to slip and fall. Very happy with my purchase.,1
i love how the pen just comes right threw the stylus! Very cheap! Definitely worth the money! The ink in it as well is great,1
"This case just works. It's great to add extra battery life to your iPhone without adding significant bulk. It adds a little more than 60% of a full battery when I need it, and I made sure to bring it with me whenever at a meeting or conference before getting an iPhone 5. Can't wait for an updated version.",1
"For me, this product didn't charge well, if it charged at all. I don't think my unit is defective. With a little jiggling around I can get my Samsung Charging pad's LED to turn steady green (indicating the phone battery is supposed to be charging). However, a full 9 hour overnight charge left my battery indicator showing essentially the same percentage charge in the AM that the Note 3 had when I started to charge it the night before. Not acceptable.  A little Scotch tape on the edges of the receiver card to hold it down tighter to the battery didn't help. In contrast, with the Samsung 2 amp wired travel charger that came with the phone, the phone charges to 100% in just a few hours. I do like the fact that Fonesaleman includes two small plugs (one black, one white) to cover the USB 3 connector so that it doesn't get dirty.I guess this type of Qi receiver is a hit or miss proposition as many have reported good results. I now have a genuine Samsung Wireless charging back S cover on backorder at Amazon.Edit 02/05/14: The Samsung charging back S cover arrived and works flawlessly. A note about wireless charging - it takes at least 2x longer to charge a phone with any wireless ""Qi type"" charger as opposed to the more powerful portable charger that comes with the Note 3 phone. This, I learned, is normal. It still doesn't change my opinion of the ""Fonesalesman"" product.",0
"Updated review:  Had the phone for three months, and then it just died without warning. We ordered from Techgiant, a third-party merchant here on Amazon, and they informed us that there was nothing they would do to remedy this (nice, no?). Contacted Samsung, who informed us that since the phone was manufactured in Vietnam, they are not responsible for any warranty within the U.S.  We took it to a local cell phone repair shop, and apparently the main board fried....no idea how or why....to the point where they said repairing it would be cost prohibitive. Contacted Amazon, and God bless them, they gave us a partial refund as an effort to lessen our heartache.My wife still loves the phone, so we're going to get an unlocked version through Staples, and we will buy a warranty through them as well. We would buy directly from Amazon instead, but they only sell this through third-party merchants. We will pay about $100 more that we would online just for the phone, but the peace of mind we'll have getting it through a reputable company makes it worth the extra cost.If you read all of the reviews, you'll see our experience is not unique. So, purchasing this phone online, through a third-party vendor, is a gamble.  If you choose to roll the dice, I hope you have better luck than we did.  I felt obliged to update this review to let you know of our very bad experience so maybe you can avoid having to go through something similar.Original review:My wife was tethered to T-Horrible by a contract for several years, which we finally broke away from....with a penalty, of course.  It was worth it.  They treat their customers like dirt.We then switched to Virgin Mobile, which didn't work out so well either due to bad connectivity and bad customer service (but not as bad as T-Horrible, by any means...the main issue was being on hold for an hour to speak to someone in India, and usually subsequently getting disconnected).  Plus, at least with the Virgin plan, we were not bound to a contract....something we vowed to not repeat if possible.We bought this Samsung phone and switched over to Straight Talk, and couldn't be happier.  Connectivity is great, as is their customer service (so far).We ordered a micro SIM card with the AT&T; format.  Even going with their higher priced unlimited $45 per month no-contract plan, I figure it will take about a year in savings as compared to a contract plan to break even on what I paid for the phone.We contacted Straight Talk and made it clear that she wanted to keep her old number.  We were told it could take a day or two to process everything and make the switch.  Well, that was wrong....it took about an hour!  We ordered the 30-day unlimited plan and the SIM card online from their website, and it arrived the next day (the had a special offer for free overnight shipping).My wife's only complaint about the phone itself is how complex it is; it takes some time to learn everything it can do and how to make adjustments (e.g., why is it making that noise every now and then?).  It really is an amazing device....the screen clarity and all the options it offers will blow you away!If things change, I will update the review, but right now we are very happy with our decision to go with this phone and with Straight Talk as a service provider.",0
"Watch-out, all these positive reviews are fake. Some have even reviewed it twice using the same name. What a sleazy way to sell an item.",0
This cable is extremely durable. I thought I'd use this cable as an extra one for my Samsung Galaxy S4 but I now use it as my main cable because it's feels stronger. I've had a number of generic cables that I've had to throw out due to slow charging and breaking but this one is just like the original if not better. it also charges my s4 just as quickly.,1
It fits with my case still on very well.  The only thing is that it is very hard to hit the power and volume buttons on the side but that is ok.,1
Love it..well worth buying...great BANG for your dollar.Helps protect the Samsung Galxy 2 very well plus is very stylish & fun!!!,1
"It seems like they are putting this under the galaxy s4 search results purposefully to trick people into buying this. When i Returned it, they made me pay a fee and shipping because they said it was my fault that i mistakenly ordered this. but when it came in, they were  brand new. thats why i put 4 stars",1
This holder is secured by a spring clamp that works fine if you're holding it in your hand.  But if you mount it on your bike and hit the slightest bump . . .watch out.  I ordered it for my note 3 . . . thankfully when my phone popped out it hit my knee on the upstroke and sailed onto a grassy berm.  No cracked screen . . .no phone problems . . .saved from my own stupidity of trusting such a shoddy product.  I don't usually get emotional on my ratings but this thing could have cost me $500.00 in damages.,0
"I used this Skype right out of the box and was pleased with the ease of setup and clarity of the call. With the receiver plugged into the computer I could walk around without the call quality diminishing. Perfect to use with my long distance friends while I am cooking. Usually I keep the computer across the kitchen on a counter and have to keep on walking back and forth to hear and be heard. I can now talk with my back to the computer without a problem.This headset also works with cell phones without having to do anything special. I had seen in a couple of reviews people saying they had to do something special in order for the headset to work with a phone. I just typed in the code and it paired well. My only problem is that the phone doesn't always recognize the headset and so I have to set it up each time i fire it up. Not sure if it is the phone (Blackberry Curve) or the headset. But, as this is secondary way to use the device it is not too much a problem. When talking with my friends they said it sounded like I was on a landline. Excellent call quality.I really like all the accessories it comes with, multiple sized ear buds, extra ear hooks, and 2 types of chargers -- wall and USB.All in all I'm happy with this bluetooth.",1
"I bought these at the end of May and so they are just outside the return window, but this morning they just stopped working. I use headphones every morning and evening on my way to and from work (plus all day while I'm at work) and after just over a month of that, this morning they just up and died. No warning. No nothing. I tried charging them and I get no response at all.That's OK, I guess. I didn't really like the floppy wire in the back anyway - even if they were decently comfortable.",0
"I always hate the thought of covering the iPhones' typically beautiful design with an obtrusive case, but I'm very pleased with this one... the frost clear version of this case looks absolutely wonderful on the white iPhone 5, complimenting it nicely and preserving the look of the device.  I tried a similar case from Best Buy, and although it was ok, it had a mildly annoying ""bubble"" effect on the rear of the device (where the smooth case contacted the smooth surface of the top and bottom sections of the back).  The Kay's case does not suffer from this problem, presumably due to the frosted surface.I do, however, expect it to eventually discolor.  The case I used with my iPhone 4 was the Belkin Grip Vue, which was similar to the Kay's case.  After 6 - 9 months or so, it started to yellow, presumably due to being handled all the time.  Perhaps the Kay's case will not do this, but if it does, my assumption is that it's simply the nature of this kind of material, and will replace it as needed.A small mold mark is visible on the edge... noticeable, but not horrendously so.The screen protector was included, but I typically don't use these, so I can't comment on its quality.Edit 11/7/12: Dropped to 4 stars for the fact that cases sold now have that hideously ugly ""Kay's Case"" branding.  I don't accept the seller's argument that they had to do this to ""protect the customers"".  Ironically, I suspect this could have the opposite of the intended effect (which I presume was a desire to increase sales by combatting knockoffs).  It cuts into the appeal of the product, and I personally am going to look elsewhere to see if I can find a similar case with no prominent branding like this, even if it means buying one of the Kay's Case ""knockoffs"".Remove the branding, and I will immediately order 2 more to keep as spares to use throughout the service life of my iPhone 5.  As a last resort, if I'm not able to find a suitable replacement (if/when that time comes), I will reluctantly buy another Kay's Case and just try not to ever look at the back of the phone.",1
I was pretty happy with this charger for a few days. The cords are kind of short but it charged as fast as my stock Samsung GS4 wall charger. Not even a week of use and it just flat out died on me. The light wouldn't come on and no charge would come through. I got a different brand now and am hoping it lasts longer.,0
Works well for what I use it for (charging my phone in the car) and the price is unbeatable. I love it.,1
It fits the S4 like expected and is quite hard to get off once you put it on but not impossible. The holster holds it well and the tilt is adjustable. My only real complaint is that the case without the holster does not look like it will protect the corners of the phone very well from impact. It seems as the phone itself will still make contact with whatever it is dropped on.,1
"I can't wear this for more than 10 min before my ear canal is killing me. I've tried all four ear buds, and they are all extremely uncomfortable. Back it goes!",0
I HATE IT!!!!!!!!!!!!IT HAS A SHORTAGE IN THE PLUG.I CANT CHARGE MY PHONE AT NIGHT BECAUSE IF IM NOT HOLDING THE CHARGER IN PLACE IT WILL NOT CHARGE. I WANT MY MONEY BACK FOR THIS ITEM BECAUSE I HAD TO BUY ANOTHER ONE.,0
First of all I ordered two since they are so cheap with free quick shipping.To my surprise there are 3 covers in each packet. Awesome.  So I ended up with 6 of them which is great for as long as I'll have this phone.It is really difficult to understand how to put these on as mentioned on one post.  It is really easy if you watch the utube video.  Once a person has done this once they will never forget.1.  Pull back tag #1 enough to stick and align to phone.2.  Smooth on to push out bubbles.  Relift and restick as needed to remove bubbles.3.  Then simply pull up on tab #2 leaving the center protector plastic which is thinner than the outside ones it came between.,1
"I have been using this LG phone for several months and find it difficult, at best to manage competently.  Although it is the only touch-type phone that TracPhone  offers I believe that it needs a great deal more R and D.  Most of the time it is ultra-sensitive and makes calls as I am attempting to scroll through contacts.  The off-on switch is very small and difficult to manage, unless the phone is in your face.  There is more but, believe me - LG has not created a great touch phone.  As a ""wanna-be android"" it just doesn't accomplish the task.  I am going back to a simpler design.",0
No part of the cradle actually worked for me in my 04 Chevy Trailblazer. The only thing I can use is the cigarette lighter charger. The only way I can see this device working is if you have a port that is straight down not at a side. Even then Im not sure it would work the way its supposed to. Anyways I would not recommend this product to anyone.,0
I just love this case. It has a nice snug tight fit. It adds very very little bulk. I can also use my glass screen shield with this case.,1
in the preview I read that it is bad but I did not really pay full attention to what was written but my advice to you&#34; DO NOT BUY IT&#34;  It is the worst device I have ever bought in my life. it works for 3 days after that it stopped and also it made my phone very warm.,0
This item didn't hold up very well and the sound quality isn't as good as you will get with actual OEM.,0
I needed a cheap case for my mom. I was surprised at how good the quality of this case was for 13 dollars. you cant go wrong here. Order the case and thank me later.,1
I have no clue how good the product is but once I get it I wil update this review. But if you expect to have this product soon that forget about it. I ordered Jan 11th and its Feb 6th and still no item. Estimate date up to Feb 26th.....,0
I ordered this because I loved the color. I couldn't wait to use it. It didn't even work so I had to throw it away.,0
"This case was not durable at all, I had it for a week and the silver piece fell off and the white gets super dirty quick.",0
"It works but, it seems to build up a change and releases it making a very irritating noise and also shuts down the picture for a short while. Oh Well",0
"small, usable and love that it can be used for my Samsung and my daughters I phone. It is super fast! Wish it was better marked for which usb is higher and which is lower watt.",1
"I can actually talk on the phone and walk my dogs at the same time.The only negative thing is that it only comes with one head cover peace ,",1
"I bought this thing assuming it would work on all capacitive screens.  Apparently that was a misguided assumption on my part.  I attempted to use it on a Viewsonic gTablet.  There is no way I can get this thing to drag a screen shot up, down or sideways.  I have a RooCase ultra mini which works really great.  I wanted something a tad larger than the RooCase, that's is why I ordered this thing.  Bad decision.",0
"This brand was among 3 different brands I was trying. Mugen, generic Chinese brand, and Laza. Mugen is great and high quality but very expensive. The Chinese brands aren't always reliable and the rating are always correct, and lastly quality checks probably minimal or non existent.Laza is what I bought for an HTC phone that I had. I was surprised at how stable the battery is. The drain is always very slow and smooth. This one happened to last 35 hrs. and if I didn't listen to Pandora for 5 hours a day straight I might be able to push it to a little under 40 hours.So how does it feel in the pocket? Thanks to the SGS2 already being light, wide, and thin, The phone doesn't swing around too much. It is borderline noticeable. If it was an HTC phone then it would feel like a brick in your pocket and would swing around hard.The only thing I wished they had was a better grip, or maybe an add-on cover, and even a kickstand.I'll add pictures soon.",1
"I ordered this item because I thought that it would hold my HTC One very well. While the clip does work well, it will not stay stuck to my dashboard. I followed all of the instructions and tried everything to make it work, but it would not stay stuck to the daskboard.",0
"Works like a charm. and at the price you can't beat it. There is not out jack for speakers however I did not need that, just wanted a stand. I had the cable and we are in. I would suggest this to anyone, and already have.",1
"Not satisfied with this cover it looks very very cheapy it looked on picture a little more sophisticated, the chrome look isn't even there it's like silver plastic",0
The cases is Beautiful i love it alot. the only thing i didnt like about it was that a piece of the charm was already off on the phone case. i put it back on though lol. other than that everything else is a plus about it.,1
I thought that this would be a great case but when I got it I realized how crappy it is. The black is coming off and I only got a front screen protector in the pic it looks like you get the front and back one. Anyways its cheap looking and I don't really like it.,0
"So far so good!  I bought this as a surprise for my wife whose iPhone 4 battery is not lasting as long as she would like.  She loves this case.  She likes that it has a simple snap-on case when she wants a smaller case and a battery backup when she wants the extra power.  Both are designed to look like they could have been bought separately (by that I mean either just the snap-on or both together.  Just wearing the battery portion would look silly :p )The button and the lights do look less expensive than my mophie, but at $25 vs $90 is IS less expensive.  We're happy with it.  I don't know how well it will last over time or how well it will survive different falls, bumps, etc, but so far we recommend it.",1
Bought these expecting them to be cheap for the price. Amazing! Diffferent types of screen protectors and worth the price!! Worth the product. Shipped on time too!,1
"This is a good fitting cover.  The kickstand works great.  It will fold over if too much pressure is applied, but it will not break.  The only gripe i have is the white silicon will absorb pigment from other things.  Overtime it has turned into a faded blue color and it can't be washed off.  It actually has a nice effect and I don't mind it so much, but beware if you like to keep it white and clean.",1
"This is a nifty product and was very useful. But after a few months it wouldn't work. If I held the phone in JUST the right position, it might charge for a second, but really it became useless. Too bad this happened after the return policy expired.",0
"Screen protector was received in a package as a total kit. It included a mico-fiber cloth for cleaning, tape for removing residual dust or lint, an application squeegee , and the protector sheets. It was complete with instructions and easy to apply.",1
I have a white iphone 4 from verizon and the mute button was covered so i had to take a razor blade and literally saw it down the buttons were also off so they were loose and clinked when i carried it around. dont like it and do not reccommend to a verizon phone user,0
"It was a gift for my sister, she loves it. Perfect colors for the summer.  Would highly recommend. Buy it.",1
"This one mounts easily , looks great, protection is very good for normal use (for destroyers, get something bulky that protects the screen).Have used for 1yr+ and works great, protection is good",1
This case fell apart in about 3 weeks.  At beginning it looked great.  1 week later the first chip appeared.  By week 3 it was practically fallen apart.  Its also very difficult to remove once its on.  It locks in and you might need some kind of thin tool to take it apart.  It also pushed my screen protector out,0
With out instructions on how to use this thing it is kind of impossible to set it up. The seller put it in a clear plastic bag and sent it no paper work no nothing. Now as to how good it is I have no clue as I cannot sinc it with my phone. It could be great I do not know.,0
"Totally useful, it hasn't let me down, no matter how often it's  been tossed around, from car to car to purse n back pack and more.Love it, Buy it, use it over and over it's certainly long lasting.",1
